"Label (Grouping)","Anderson County, Tennessee!!Total!!Estimate","Anderson County, Tennessee!!Total!!Margin of Error","Anderson County, Tennessee!!Below poverty level!!Estimate","Anderson County, Tennessee!!Below poverty level!!Margin of Error","Anderson County, Tennessee!!Percent below poverty level!!Estimate","Anderson County, Tennessee!!Percent below poverty level!!Margin of Error","Blount County, Tennessee!!Total!!Estimate","Blount County, Tennessee!!Total!!Margin of Error","Blount County, Tennessee!!Below poverty level!!Estimate","Blount County, Tennessee!!Below poverty level!!Margin of Error","Blount County, Tennessee!!Percent below poverty level!!Estimate","Blount County, Tennessee!!Percent below poverty level!!Margin of Error","Bradley County, Tennessee!!Total!!Estimate","Bradley County, Tennessee!!Total!!Margin of Error","Bradley County, Tennessee!!Below poverty level!!Estimate","Bradley County, Tennessee!!Below poverty level!!Margin of Error","Bradley County, Tennessee!!Percent below poverty level!!Estimate","Bradley County, Tennessee!!Percent below poverty level!!Margin of Error","Davidson County, Tennessee!!Total!!Estimate","Davidson County, Tennessee!!Total!!Margin of Error","Davidson County, Tennessee!!Below poverty level!!Estimate","Davidson County, Tennessee!!Below poverty level!!Margin of Error","Davidson County, Tennessee!!Percent below poverty level!!Estimate","Davidson County, Tennessee!!Percent below poverty level!!Margin of Error","Greene County, Tennessee!!Total!!Estimate","Greene County, Tennessee!!Total!!Margin of Error","Greene County, Tennessee!!Below poverty level!!Estimate","Greene County, Tennessee!!Below poverty level!!Margin of Error","Greene County, Tennessee!!Percent below poverty level!!Estimate","Greene County, Tennessee!!Percent below poverty level!!Margin of Error","Hamilton County, Tennessee!!Total!!Estimate","Hamilton County, Tennessee!!Total!!Margin of Error","Hamilton County, Tennessee!!Below poverty level!!Estimate","Hamilton County, Tennessee!!Below poverty level!!Margin of Error","Hamilton County, Tennessee!!Percent below poverty level!!Estimate","Hamilton County, Tennessee!!Percent below poverty level!!Margin of Error","Knox County, Tennessee!!Total!!Estimate","Knox County, Tennessee!!Total!!Margin of Error","Knox County, Tennessee!!Below poverty level!!Estimate","Knox County, Tennessee!!Below poverty level!!Margin of Error","Knox County, Tennessee!!Percent below poverty level!!Estimate","Knox County, Tennessee!!Percent below poverty level!!Margin of Error","Madison County, Tennessee!!Total!!Estimate","Madison County, Tennessee!!Total!!Margin of Error","Madison County, Tennessee!!Below poverty level!!Estimate","Madison County, Tennessee!!Below poverty level!!Margin of Error","Madison County, Tennessee!!Percent below poverty level!!Estimate","Madison County, Tennessee!!Percent below poverty level!!Margin of Error","Maury County, Tennessee!!Total!!Estimate","Maury County, Tennessee!!Total!!Margin of Error","Maury County, Tennessee!!Below poverty level!!Estimate","Maury County, Tennessee!!Below poverty level!!Margin of Error","Maury County, Tennessee!!Percent below poverty level!!Estimate","Maury County, Tennessee!!Percent below poverty level!!Margin of Error","Montgomery County, Tennessee!!Total!!Estimate","Montgomery County, Tennessee!!Total!!Margin of Error","Montgomery County, Tennessee!!Below poverty level!!Estimate","Montgomery County, Tennessee!!Below poverty level!!Margin of Error","Montgomery County, Tennessee!!Percent below poverty level!!Estimate","Montgomery County, Tennessee!!Percent below poverty level!!Margin of Error","Putnam County, Tennessee!!Total!!Estimate","Putnam County, Tennessee!!Total!!Margin of Error","Putnam County, Tennessee!!Below poverty level!!Estimate","Putnam County, Tennessee!!Below poverty level!!Margin of Error","Putnam County, Tennessee!!Percent below poverty level!!Estimate","Putnam County, Tennessee!!Percent below poverty level!!Margin of Error","Robertson County, Tennessee!!Total!!Estimate","Robertson County, Tennessee!!Total!!Margin of Error","Robertson County, Tennessee!!Below poverty level!!Estimate","Robertson County, Tennessee!!Below poverty level!!Margin of Error","Robertson County, Tennessee!!Percent below poverty level!!Estimate","Robertson County, Tennessee!!Percent below poverty level!!Margin of Error","Rutherford County, Tennessee!!Total!!Estimate","Rutherford County, Tennessee!!Total!!Margin of Error","Rutherford County, Tennessee!!Below poverty level!!Estimate","Rutherford County, Tennessee!!Below poverty level!!Margin of Error","Rutherford County, Tennessee!!Percent below poverty level!!Estimate","Rutherford County, Tennessee!!Percent below poverty level!!Margin of Error","Sevier County, Tennessee!!Total!!Estimate","Sevier County, Tennessee!!Total!!Margin of Error","Sevier County, Tennessee!!Below poverty level!!Estimate","Sevier County, Tennessee!!Below poverty level!!Margin of Error","Sevier County, Tennessee!!Percent below poverty level!!Estimate","Sevier County, Tennessee!!Percent below poverty level!!Margin of Error","Shelby County, Tennessee!!Total!!Estimate","Shelby County, Tennessee!!Total!!Margin of Error","Shelby County, Tennessee!!Below poverty level!!Estimate","Shelby County, Tennessee!!Below poverty level!!Margin of Error","Shelby County, Tennessee!!Percent below poverty level!!Estimate","Shelby County, Tennessee!!Percent below poverty level!!Margin of Error","Sullivan County, Tennessee!!Total!!Estimate","Sullivan County, Tennessee!!Total!!Margin of Error","Sullivan County, Tennessee!!Below poverty level!!Estimate","Sullivan County, Tennessee!!Below poverty level!!Margin of Error","Sullivan County, Tennessee!!Percent below poverty level!!Estimate","Sullivan County, Tennessee!!Percent below poverty level!!Margin of Error","Sumner County, Tennessee!!Total!!Estimate","Sumner County, Tennessee!!Total!!Margin of Error","Sumner County, Tennessee!!Below poverty level!!Estimate","Sumner County, Tennessee!!Below poverty level!!Margin of Error","Sumner County, Tennessee!!Percent below poverty level!!Estimate","Sumner County, Tennessee!!Percent below poverty level!!Margin of Error","Washington County, Tennessee!!Total!!Estimate","Washington County, Tennessee!!Total!!Margin of Error","Washington County, Tennessee!!Below poverty level!!Estimate","Washington County, Tennessee!!Below poverty level!!Margin of Error","Washington County, Tennessee!!Percent below poverty level!!Estimate","Washington County, Tennessee!!Percent below poverty level!!Margin of Error","Williamson County, Tennessee!!Total!!Estimate","Williamson County, Tennessee!!Total!!Margin of Error","Williamson County, Tennessee!!Below poverty level!!Estimate","Williamson County, Tennessee!!Below poverty level!!Margin of Error","Williamson County, Tennessee!!Percent below poverty level!!Estimate","Williamson County, Tennessee!!Percent below poverty level!!Margin of Error","Wilson County, Tennessee!!Total!!Estimate","Wilson County, Tennessee!!Total!!Margin of Error","Wilson County, Tennessee!!Below poverty level!!Estimate","Wilson County, Tennessee!!Below poverty level!!Margin of Error","Wilson County, Tennessee!!Percent below poverty level!!Estimate","Wilson County, Tennessee!!Percent below poverty level!!Margin of Error"
"    18 to 24 years","722","±386","336","±288","46.5%","±30.2","2,021","±1,255","642","±560","31.8%","±16.1","2,114","±680","602","±416","28.5%","±18.3","25,576","±3,009","10,771","±2,378","42.1%","±7.4","955","±633","185","±148","19.4%","±22.8","8,859","±1,930","4,104","±1,190","46.3%","±9.9","22,713","±2,749","12,441","±2,433","54.8%","±7.1","1,826","±856","448","±441","24.5%","±23.7","618","±532","305","±311","49.4%","±47.7","6,007","±1,454","2,195","±914","36.5%","±13.7","4,473","±1,020","1,852","±747","41.4%","±13.9","677","±610","273","±438","40.3%","±46.8","10,102","±2,868","5,308","±2,234","52.5%","±14.0","2,600","±1,275","1,740","±863","66.9%","±11.2","16,888","±2,754","8,698","±1,861","51.5%","±7.7","2,821","±951","1,511","±775","53.6%","±18.0","2,748","±927","1,556","±813","56.6%","±22.3","6,637","±1,934","3,163","±1,289","47.7%","±16.6","3,708","±1,518","969","±546","26.1%","±14.5","2,308","±1,292","1,290","±1,184","55.9%","±32.5"
"    25 to 34 years","1,668","±732","517","±337","31.0%","±17.2","4,361","±1,304","537","±380","12.3%","±8.4","3,461","±1,226","293","±286","8.5%","±7.9","71,793","±4,535","10,820","±2,236","15.1%","±2.7","1,066","±926","427","±528","40.1%","±25.7","16,201","±2,190","1,797","±768","11.1%","±4.6","24,296","±2,560","4,760","±1,683","19.6%","±6.3","2,676","±822","379","±280","14.2%","±10.5","2,070","±967","266","±357","12.9%","±16.8","10,427","±2,269","1,732","±1,030","16.6%","±8.8","2,329","±924","316","±316","13.6%","±12.1","1,142","±520","99","±111","8.7%","±9.4","14,766","±2,692","1,691","±806","11.5%","±5.4","2,221","±1,050","561","±609","25.3%","±21.9","44,360","±4,560","10,701","±2,787","24.1%","±5.3","4,886","±1,150","1,471","±764","30.1%","±11.9","6,109","±1,747","715","±462","11.7%","±8.3","6,088","±1,595","711","±403","11.7%","±6.7","3,988","±1,744","61","±105","1.5%","±2.7","4,313","±1,520","575","±410","13.3%","±10.2"
"    35 to 44 years","1,664","±906","798","±684","48.0%","±25.5","2,971","±1,080","474","±439","16.0%","±14.6","944","±510","257","±192","27.2%","±19.3","30,258","±3,206","4,602","±1,361","15.2%","±4.2","1,282","±681","194","±173","15.1%","±14.8","9,894","±2,044","1,571","±795","15.9%","±7.2","12,120","±2,019","1,826","±963","15.1%","±7.3","2,901","±955","1,187","±757","40.9%","±22.1","1,567","±824","115","±211","7.3%","±12.7","5,547","±2,085","1,066","±838","19.2%","±10.6","1,731","±636","477","±454","27.6%","±20.7","1,628","±1,108","19","±33","1.2%","±2.3","8,540","±2,288","1,839","±1,301","21.5%","±12.5","3,140","±978","850","±611","27.1%","±17.2","24,852","±2,918","4,953","±1,410","19.9%","±5.1","4,005","±1,413","928","±636","23.2%","±11.9","3,607","±1,365","1,106","±1,031","30.7%","±22.0","3,918","±958","1,424","±755","36.3%","±16.8","2,708","±1,161","577","±404","21.3%","±14.4","4,450","±1,786","1,129","±853","25.4%","±16.6"
"    45 to 54 years","1,847","±855","501","±310","27.1%","±17.8","3,844","±1,073","931","±653","24.2%","±15.9","2,114","±851","620","±566","29.3%","±21.6","23,988","±2,341","5,318","±1,407","22.2%","±5.8","850","±451","384","±311","45.2%","±24.9","8,732","±1,991","1,787","±743","20.5%","±7.2","10,784","±1,903","2,070","±841","19.2%","±6.8","2,824","±633","611","±403","21.6%","±13.8","2,422","±952","525","±388","21.7%","±17.3","3,638","±1,214","1,089","±762","29.9%","±17.7","1,786","±877","59","±82","3.3%","±5.0","1,441","±604","184","±156","12.8%","±10.3","7,621","±1,902","1,205","±674","15.8%","±7.9","1,455","±708","381","±563","26.2%","±33.5","26,798","±3,800","5,143","±1,280","19.2%","±4.7","4,232","±1,049","1,213","±594","28.7%","±12.6","5,430","±1,757","558","±512","10.3%","±9.2","2,799","±1,144","788","±491","28.2%","±15.9","2,152","±950","330","±397","15.3%","±17.8","4,764","±1,325","759","±653","15.9%","±13.5"
"    55 to 64 years","3,745","±1,034","1,301","±714","34.7%","±16.2","4,839","±1,245","1,265","±732","26.1%","±14.6","3,004","±983","1,260","±685","41.9%","±16.0","25,526","±2,858","6,668","±1,737","26.1%","±5.5","2,025","±562","687","±352","33.9%","±16.3","10,941","±1,733","4,082","±1,229","37.3%","±9.2","19,026","±2,290","6,155","±1,813","32.4%","±7.4","3,718","±1,002","1,720","±743","46.3%","±14.3","3,521","±903","1,153","±647","32.7%","±15.8","4,890","±1,251","716","±365","14.6%","±7.2","2,696","±936","340","±357","12.6%","±12.5","2,524","±776","674","±584","26.7%","±20.5","6,645","±1,480","1,145","±567","17.2%","±7.8","4,195","±1,087","1,484","±797","35.4%","±14.5","29,325","±2,522","9,032","±1,520","30.8%","±4.8","6,977","±1,189","1,699","±656","24.4%","±9.6","6,487","±1,296","1,090","±614","16.8%","±8.9","4,930","±1,221","1,626","±730","33.0%","±13.1","3,812","±1,155","529","±390","13.9%","±9.4","4,348","±1,134","739","±394","17.0%","±8.7"
"    65 to 74 years","3,199","±764","1,006","±407","31.4%","±12.2","3,944","±789","689","±432","17.5%","±9.9","2,241","±900","449","±357","20.0%","±14.6","21,387","±2,026","4,133","±1,112","19.3%","±4.9","2,470","±735","565","±377","22.9%","±12.6","11,567","±1,810","2,474","±932","21.4%","±7.5","16,047","±1,981","3,002","±962","18.7%","±5.7","3,089","±663","1,072","±450","34.7%","±11.3","3,078","±1,139","406","±473","13.2%","±14.9","2,940","±1,005","766","±625","26.1%","±17.9","3,034","±927","581","±341","19.1%","±11.1","1,627","±630","211","±189","13.0%","±11.7","5,544","±1,318","1,058","±712","19.1%","±11.4","1,908","±726","318","±267","16.7%","±11.3","27,671","±2,673","8,168","±1,425","29.5%","±4.4","5,457","±1,055","1,046","±429","19.2%","±7.3","3,967","±1,093","691","±379","17.4%","±7.9","5,124","±1,234","880","±573","17.2%","±10.7","3,904","±1,034","170","±159","4.4%","±4.1","4,509","±1,288","242","±230","5.4%","±5.4"
"    75 years and over","3,046","±726","675","±569","22.2%","±16.4","3,177","±882","455","±337","14.3%","±9.2","2,958","±967","656","±466","22.2%","±14.5","11,312","±1,642","2,133","±745","18.9%","±6.2","1,779","±679","325","±260","18.3%","±14.3","9,222","±1,233","2,038","±729","22.1%","±6.9","11,984","±1,340","1,847","±668","15.4%","±4.9","2,985","±714","485","±321","16.2%","±10.8","1,868","±645","190","±164","10.2%","±8.6","2,247","±677","136","±170","6.1%","±7.5","2,149","±709","107","±132","5.0%","±6.2","1,586","±496","440","±406","27.7%","±21.7","4,213","±960","446","±301","10.6%","±6.6","1,825","±562","200","±199","11.0%","±11.2","19,997","±2,122","4,406","±1,162","22.0%","±5.2","6,288","±1,064","1,513","±651","24.1%","±8.9","3,894","±804","715","±357","18.4%","±8.7","3,143","±745","367","±237","11.7%","±7.6","4,059","±925","591","±440","14.6%","±10.8","2,509","±812","667","±571","26.6%","±19.4"
"    Mean income deficit for unrelated individuals (dollars)","8,343","±1,331","(X)","(X)","(X)","(X)","7,416","±1,347","(X)","(X)","(X)","(X)","7,024","±1,196","(X)","(X)","(X)","(X)","8,687","±417","(X)","(X)","(X)","(X)","6,853","±1,603","(X)","(X)","(X)","(X)","7,612","±596","(X)","(X)","(X)","(X)","8,632","±631","(X)","(X)","(X)","(X)","7,429","±1,298","(X)","(X)","(X)","(X)","8,100","±2,166","(X)","(X)","(X)","(X)","8,607","±1,293","(X)","(X)","(X)","(X)","7,412","±1,348","(X)","(X)","(X)","(X)","8,172","±2,150","(X)","(X)","(X)","(X)","7,622","±1,261","(X)","(X)","(X)","(X)","6,873","±1,329","(X)","(X)","(X)","(X)","8,462","±426","(X)","(X)","(X)","(X)","8,283","±897","(X)","(X)","(X)","(X)","7,894","±1,346","(X)","(X)","(X)","(X)","7,612","±1,197","(X)","(X)","(X)","(X)","7,811","±1,593","(X)","(X)","(X)","(X)","9,145","±1,732","(X)","(X)","(X)","(X)"
"    Worked full-time, year-round in the past 12 months","4,968","±1,376","374","±308","7.5%","±6.1","13,010","±2,408","507","±477","3.9%","±3.4","6,986","±1,663","192","±248","2.7%","±3.5","113,535","±6,961","3,083","±1,187","2.7%","±1.0","3,252","±1,019","30","±51","0.9%","±1.6","32,953","±4,260","1,662","±1,207","5.0%","±3.5","49,352","±3,826","1,276","±612","2.6%","±1.2","7,968","±1,490","96","±120","1.2%","±1.5","5,822","±1,555","0","±224","0.0%","±3.5","16,845","±2,689","854","±834","5.1%","±4.9","7,270","±1,621","170","±136","2.3%","±1.8","4,424","±1,401","0","±224","0.0%","±4.6","31,899","±5,162","2,655","±1,818","8.3%","±5.3","6,099","±1,610","718","±708","11.8%","±10.3","86,776","±5,918","2,378","±858","2.7%","±1.0","10,965","±1,888","539","±362","4.9%","±3.2","15,301","±2,333","355","±333","2.3%","±2.2","12,818","±2,332","352","±257","2.7%","±1.9","11,403","±2,671","0","±224","0.0%","±1.8","13,371","±2,640","508","±431","3.8%","±3.3"
"    Worked less than full-time, year-round in the past 12 months","2,646","±1,000","734","±465","27.7%","±14.7","3,972","±1,200","1,420","±893","35.8%","±16.3","3,550","±1,240","1,565","±809","44.1%","±16.5","48,577","±5,460","17,428","±3,373","35.9%","±4.8","1,974","±816","900","±604","45.6%","±22.4","17,371","±2,653","6,148","±1,387","35.4%","±5.6","24,644","±2,706","9,380","±1,767","38.1%","±5.4","3,162","±973","1,183","±511","37.4%","±16.7","3,749","±1,461","925","±651","24.7%","±16.1","9,530","±2,724","3,251","±1,337","34.1%","±11.2","6,103","±1,338","1,857","±857","30.4%","±13.3","2,541","±829","486","±591","19.1%","±21.9","13,389","±2,834","5,810","±2,000","43.4%","±11.1","4,972","±1,391","2,126","±932","42.8%","±13.7","35,396","±4,389","12,624","±2,513","35.7%","±5.6","7,377","±1,601","2,475","±899","33.6%","±10.8","6,894","±1,661","1,908","±1,020","27.7%","±12.1","8,928","±2,150","3,851","±1,184","43.1%","±11.6","4,728","±1,438","1,137","±571","24.0%","±9.7","4,923","±1,615","1,380","±844","28.0%","±12.4"
"    Did not work","8,509","±1,401","4,258","±1,224","50.0%","±9.8","8,260","±1,378","3,151","±873","38.1%","±9.5","6,597","±1,488","2,677","±826","40.6%","±10.7","48,204","±4,402","24,299","±3,161","50.4%","±4.5","5,201","±1,072","1,837","±673","35.3%","±10.5","25,092","±2,708","10,043","±1,977","40.0%","±5.8","43,347","±3,684","21,818","±3,143","50.3%","±4.6","9,028","±1,616","4,762","±1,365","52.7%","±9.5","5,659","±1,252","2,121","±872","37.5%","±12.2","9,815","±2,129","3,982","±1,367","40.6%","±9.2","4,825","±1,028","1,705","±720","35.3%","±12.8","3,660","±947","1,414","±670","38.6%","±13.0","12,383","±2,581","4,467","±2,083","36.1%","±12.4","6,375","±1,415","2,792","±1,018","43.8%","±11.3","68,208","±4,706","36,588","±3,920","53.6%","±3.6","16,558","±2,272","6,601","±1,680","39.9%","±6.8","10,047","±1,535","4,168","±1,303","41.5%","±9.8","11,068","±2,236","4,931","±1,572","44.6%","±9.4","8,200","±1,458","2,090","±869","25.5%","±9.8","8,969","±2,220","3,575","±1,761","39.9%","±13.8"
"    Population in housing units for whom poverty status is determined","75,800","±1,108","11,228","±2,466","14.8%","±3.2","135,587","±1,171","11,842","±2,749","8.7%","±2.0","106,728","±1,283","10,195","±2,927","9.6%","±2.7","679,350","±3,396","99,838","±8,285","14.7%","±1.2","68,351","±828","6,412","±1,740","9.4%","±2.5","357,556","±2,607","44,281","±5,994","12.4%","±1.7","473,008","±2,656","56,472","±5,658","11.9%","±1.2","94,548","±1,168","16,188","±2,765","17.1%","±2.9","103,246","±1,108","10,582","±3,030","10.2%","±2.9","223,885","±1,436","24,963","±6,067","11.1%","±2.7","77,537","±824","9,454","±2,699","12.2%","±3.5","73,385","±889","8,196","±2,577","11.2%","±3.5","345,729","±1,758","29,568","±5,755","8.6%","±1.7","97,504","±1,196","14,360","±3,831","14.7%","±3.9","907,246","±5,499","161,097","±13,703","17.8%","±1.5","156,726","±871","27,827","±3,813","17.8%","±2.4","198,862","±994","16,510","±3,649","8.3%","±1.8","128,526","±2,371","18,592","±3,213","14.5%","±2.5","254,247","±1,101","8,910","±2,545","3.5%","±1.0","148,874","±1,543","11,630","±3,403","7.8%","±2.3"
